Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,5,4,2,1.22,0.0,25.0,61.4
2017-2019,73,17,56,1.2,0.0,26.8,95.2
2018-2020,48,21,27,1.16,0.0,26.8,164.4
2019-2021,117,43,74,1.21,0.0,20.9,197.3
2020-2022,-52,-2,-50,1.3,-0.5,42.3,118.6
2021-2023,-31,1,-32,1.53,-0.1,42.3,156.1
2022-2024,-63,19,-82,1.59,-0.4,41.9,165.8
2023-2025,18,62,-44,1.62,-0.3,40.6,184.6
