Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,-44,5,-49,0.07,-1.4,84.1,1.3
2022-2024,-58,33,-91,0.08,-2.6,84.1,0.7
2023-2025,47,63,-16,0.1,-3.3,40.7,1.1
