Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,24,4,21,1.17,0.0,22.8,54.8
2017-2019,34,17,17,1.21,0.1,22.8,72.9
2018-2020,46,21,26,1.2,0.3,22.8,105.8
2019-2021,92,43,49,1.22,0.8,13.1,179.1
2020-2022,-16,-2,-14,1.35,-0.2,37.2,108.4
2021-2023,-1,1,-2,1.62,-0.0,37.4,174.0
2022-2024,-78,19,-97,1.58,-1.2,34.3,175.0
2023-2025,4,62,-58,1.16,-0.8,23.2,184.4
