Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,35,18,17,1.78,,56.5,4.5
2022-2024,186,29,157,1.93,0.2,52.1,7.2
2023-2025,98,75,23,2.35,0.0,51.3,5.5
