Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2019-2021,69,43,25,0.9,0.1,21.8,9.6
2020-2022,-26,-2,-25,1.29,-0.0,59.4,5.2
2021-2023,14,1,13,1.8,0.0,59.4,18.4
2022-2024,117,19,97,2.08,0.0,51.9,43.4
2023-2025,177,62,114,2.34,0.1,56.3,61.9
