Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,-28,29,-57,0.04,-2.1,38.7,5235.1
2016-2018,10,17,-7,0.0,-0.2,71.6,5927.0
2017-2019,-16,29,-45,-0.24,-1.7,71.6,5815.0
2018-2020,2,19,-17,-0.04,-3.2,71.6,5631.0
2019-2021,-21,49,-70,-0.04,-11.9,31.5,4807.1
2020-2022,-8,2,-11,-0.0,-4.2,68.8,4332.3
2021-2023,15,18,-3,-0.35,-0.3,68.8,6570.6
2022-2024,38,29,10,-0.23,1.0,82.0,9580.3
2023-2025,70,52,18,-0.25,1.7,82.0,15998.2
