Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2020-2022,47,3,43,0.01,3.2,80.1,0.2
2021-2023,-56,13,-69,0.03,-38.7,80.1,0.3
2022-2024,-49,18,-67,0.03,-44.8,71.3,0.4
2023-2025,-16,16,-31,0.15,-21.7,69.8,0.4
