Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,10,0,10,1.01,0.0,10.3,31.9
2017-2019,8,9,-1,1.05,-0.0,10.3,34.9
2018-2020,45,21,24,1.2,0.0,30.9,39.6
2019-2021,38,37,1,1.26,0.0,30.9,55.8
2020-2022,-7,10,-17,1.3,-0.0,47.2,32.0
2021-2023,-49,16,-65,1.35,-0.0,47.2,34.2
2022-2024,-7,26,-33,1.28,-0.0,38.0,50.7
2023-2025,36,49,-13,1.02,-0.0,22.2,77.4
