Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2021-2023,-28,1,-29,1.23,-0.1,62.7,14.3
2022-2024,21,19,1,1.19,0.0,50.8,20.0
2023-2025,41,62,-21,1.15,-0.0,30.3,21.2
