Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,48,28,20,0.12,2.9,10.3,11
2016-2018,57,18,38,0.12,22.4,10.3,14
2017-2019,88,30,57,0.12,103.4,10.0,19
2018-2020,58,27,30,0.12,59.7,10.0,21
2019-2021,29,71,-42,0.12,-97.0,9.8,25
2020-2022,-42,9,-50,0.12,-77.5,19.1,20
2021-2023,-19,23,-42,0.12,-68.1,19.1,20
2022-2024,-32,36,-68,0.12,-103.2,19.1,20
