Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-7,12,-19,1.38,,28.3,93.2
2017-2019,18,25,-8,1.23,-0.0,28.3,142.9
2018-2020,-33,24,-58,1.48,-0.1,54.9,110.3
2019-2021,-4,65,-69,1.51,-0.2,54.9,108.0
2020-2022,-44,7,-51,1.34,-0.0,54.5,80.9
2021-2023,-4,21,-25,0.99,-0.0,34.1,92.0
2022-2024,25,30,-4,1.01,-0.0,31.4,126.0
2023-2025,137,75,62,1.21,0.1,30.4,208.8
