Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,13,12,1,0.95,,16.0,24.8
2017-2019,27,25,1,1.06,0.0,16.7,33.1
2018-2020,23,24,-1,1.04,-0.0,35.5,40.0
2019-2021,80,65,15,1.09,0.1,35.5,53.5
2020-2022,36,7,30,1.08,0.1,33.5,46.6
2021-2023,51,21,30,1.11,0.5,25.0,60.7
2022-2024,91,30,61,1.15,1.0,19.3,85.0
2023-2025,327,75,251,1.32,5.8,23.7,165.4
