Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-10,9,-19,0.11,-0.4,24.5,2.8
2017-2019,120,30,89,0.77,2.2,24.5,6.0
2018-2020,269,27,241,0.27,159.2,24.5,15.0
2019-2021,72,71,1,0.17,0.7,25.0,7.4
2020-2022,-84,9,-93,0.18,-73.4,25.1,4.0
2021-2023,-362,23,-386,2.17,-27.1,25.1,6.1
2022-2024,-79,33,-111,2.45,-7.8,25.1,3.9
2023-2025,-26,63,-89,3.37,-5.3,22.5,4.3
