Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,17,4,13,1.08,,21.5,52.4
2017-2019,23,17,6,1.12,0.0,21.5,67.0
2018-2020,-30,21,-51,1.07,-0.1,41.0,53.3
2019-2021,-33,43,-77,1.03,-0.1,41.0,63.0
2020-2022,-35,-2,-34,0.94,-0.1,38.3,68.6
2021-2023,16,1,15,0.75,0.0,16.7,85.7
2022-2024,44,19,25,0.68,0.0,16.7,132.4
2023-2025,46,62,-17,0.63,-0.0,14.5,141.3
