Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,17,9,8,1.01,,16.5,71.6
2017-2019,-7,25,-32,0.83,-0.3,11.7,88.3
2018-2020,85,24,61,0.83,0.5,25.0,151.8
2019-2021,38,64,-26,0.84,-0.4,25.4,130.5
2020-2022,50,5,45,0.81,0.7,28.3,157.6
2021-2023,3,18,-15,0.67,-0.3,28.3,180.4
2022-2024,110,29,81,0.57,2.0,14.8,248.4
2023-2025,34,75,-42,0.29,-1.3,25.5,228.5
