Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,10,12,-2,1.38,,33.2,5.0
2017-2019,79,25,53,1.49,0.3,33.2,10.8
2018-2020,157,24,133,1.29,0.9,40.4,19.1
2019-2021,279,65,213,1.36,2.4,40.4,26.0
2020-2022,-12,7,-19,1.43,-0.3,55.0,13.9
2021-2023,-91,21,-111,1.73,-1.6,55.0,17.3
2022-2024,-37,30,-67,1.76,-0.9,40.4,20.0
2023-2025,138,75,63,1.95,0.8,56.8,30.8
