Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-20,4,-24,0.96,,21.6,77.6
2017-2019,-4,17,-21,0.93,-0.0,21.6,80.6
2018-2020,-34,21,-55,0.61,-0.1,21.6,72.3
2019-2021,9,43,-34,0.51,-0.2,17.2,90.1
2020-2022,36,-2,38,0.48,0.1,17.2,106.5
2021-2023,20,1,20,0.48,0.0,12.9,100.5
2022-2024,21,19,1,0.45,0.0,23.2,114.6
2023-2025,16,62,-46,0.36,-0.0,23.2,152.3
