Date,Open,High,Low,Close,Volume,Dividend,MRI,MRI_Signal,RSI_14,bb_upper_ta,bb_middle_ta,bb_lower_ta,AROOND_25,AROONU_25,AROONOSC_25,MFI_14,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,STOCHk_20_10_3,STOCHd_20_10_3,STOCHk_14_3_3,STOCHd_14_3_3,ppo,ppo_signal,ppo_histogram,Stock,Market Cap
2016-01-04,146.40896606445312,147.41537475585938,144.9712371826172,147.17575073242188,13120985,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,GE,136401078090.3203
2016-01-05,147.031982421875,147.79876708984375,145.92971801757812,147.31951904296875,11513181,0.0,0.6,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0078,0.0016,0.0062,GE,136534308274.0346
2016-01-06,145.06707763671875,147.2236785888672,144.0127410888672,144.9712371826172,13073243,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1136,-0.0215,-0.0921,GE,134357943211.7314
2016-01-07,142.09576416015625,143.5814208984375,138.26182556152344,138.8369140625,19252709,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5425,-0.1257,-0.4168,GE,128672655191.9712
2016-01-08,139.93917846679688,140.4184112548828,135.8176727294922,136.3448486328125,15544512,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,142.9297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0129,-0.3031,-0.7098,GE,126363011935.0767
2016-01-11,136.7761688232422,143.3897247314453,135.3863525390625,136.96786499023438,12192835,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140.8881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3395,-0.5104,-0.8291,GE,126940422749.3004
2016-01-12,137.83050537109375,138.4055938720703,135.8176727294922,137.25540161132812,9949593,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,138.8753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5671,-0.7217,-0.8453,GE,127206931127.606
2016-01-13,138.5493621826172,139.2682342529297,135.146728515625,135.3384246826172,11626172,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136.9487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8377,-0.9449,-0.8928,GE,125430296625.5098
2016-01-14,135.6739044189453,140.1787872314453,135.5780487060547,139.2682342529297,13612468,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8093,-1.1178,-0.6915,GE,129072401755.804
2016-01-15,134.85919189453125,137.83050537109375,134.66749572753906,136.5365447998047,14486324,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137.0733,140.0015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9217,-1.2786,-0.6432,GE,126540708192.719
2016-01-19,137.63880920410156,138.45352172851562,135.146728515625,136.5365447998047,10847674,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136.987,138.9376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9895,-1.4208,-0.5687,GE,126540708192.719
2016-01-20,133.852783203125,136.24899291992188,131.69618225097656,134.18824768066406,18375368,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136.3736,137.6244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1557,-1.5677,-0.5879,GE,124364327126.7901
2016-01-21,134.81126403808594,138.93275451660156,134.81126403808594,137.01577758789062,11692923,0.0,0.5,Hold,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136.7091,136.8289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1008,-1.6744,-0.4265,GE,126984880821.4155
2016-01-22,136.82408142089844,136.87200927734375,132.79844665527344,135.3384246826172,18335013,0.0,0.5,Hold,28.446746359453243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135.9231,136.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1311,-1.7657,-0.3654,GE,125430296625.5098
2016-01-25,135.72183227539062,136.5365447998047,134.18824768066406,134.37994384765625,9358244,0.0,0.5,Hold,27.48733406497587,NaN,NaN,NaN,NaN,NaN,NaN,36.6667,135.4918,136.2825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1871,-1.85,-0.3371,GE,124542015382.6195
2016-01-26,134.52371215820312,136.7761688232422,134.42787170410156,135.6739044189453,8854138,0.0,0.5,Hold,30.307943576789796,NaN,NaN,NaN,NaN,NaN,NaN,35.456,135.3193,136.1531,NaN,NaN,NaN,NaN,NaN,NaN,21.634307640071466,NaN,-2.1322,-1.9064,-0.2257,GE,125741239070.492
2016-01-27,135.146728515625,136.96786499023438,133.3256072998047,134.18824768066406,9622744,0.0,0.5,Hold,31.218685583860704,NaN,NaN,NaN,NaN,NaN,NaN,36.3077,135.3193,135.8464,NaN,NaN,NaN,NaN,NaN,NaN,21.083888767032203,NaN,-2.1518,-1.9555,-0.1963,GE,124364327126.7901
2016-01-28,135.24258422851562,135.8656005859375,133.852783203125,135.1946563720703,8361069,0.0,0.5,Hold,42.2764080325693,NaN,NaN,NaN,NaN,NaN,NaN,43.5217,134.955,135.8321,NaN,NaN,NaN,NaN,NaN,NaN,25.501005375721125,22.739733927608267,-2.0849,-1.9814,-0.1035,GE,125297074443.6083
2016-01-29,136.39276123046875,139.5078582763672,135.8176727294922,139.45993041992188,10761998,0.0,0.5,Hold,56.14366331461093,NaN,NaN,NaN,NaN,NaN,NaN,51.2539,135.7793,135.8512,NaN,NaN,NaN,NaN,NaN,NaN,39.09306752550526,28.559320556086195,-1.7605,-1.9372,0.1767,GE,129250090011.6334
2016-02-01,139.0286102294922,139.12445068359375,136.87200927734375,137.25540161132812,9065575,0.0,0.6,Hold,50.53378988552581,145.9601,137.9623,129.9645,NaN,NaN,NaN,44.7371,136.3544,135.9231,137.9623,NaN,NaN,NaN,NaN,NaN,53.94938888078525,39.51448726067054,-1.6144,-1.8726,0.2583,GE,127206931127.606
2016-02-02,135.48220825195312,135.5780487060547,133.8048553466797,135.3384246826172,8361466,0.0,0.5,Hold,46.644293688608535,144.1578,137.3704,130.583,NaN,NaN,NaN,45.2135,136.2873,135.8033,137.3704,NaN,NaN,NaN,NaN,NaN,58.28931596999812,50.44392412542954,-1.593,-1.8167,0.2237,GE,125430296625.5098
2016-02-03,136.0572967529297,137.49502563476562,133.5652313232422,137.39918518066406,9235718,0.0,0.5,Hold,53.589333894640156,141.7932,136.8744,131.9557,NaN,NaN,NaN,51.6396,136.9295,136.1244,136.8744,NaN,NaN,NaN,31.2904,NaN,58.568740601098,56.93581515062712,-1.4384,-1.7411,0.3026,GE,127340177314.9459
2016-02-04,137.30332946777344,141.18521118164062,136.5365447998047,139.84332275390625,11267398,0.0,0.5,Hold,51.05633033046163,140.078,136.618,133.1581,NaN,NaN,NaN,50.9339,137.8593,136.4071,136.618,NaN,NaN,NaN,42.6319,NaN,65.34268313277529,60.733579901290476,-1.1588,-1.6246,0.4658,GE,129605402508.7895
2016-02-05,139.69955444335938,139.93917846679688,135.6259765625,136.7761688232422,10847236,0.0,0.5,Hold,50.434786460709745,139.8158,136.515,133.2142,NaN,NaN,NaN,52.103,137.3225,136.5509,136.515,NaN,NaN,NaN,49.5732,NaN,68.87521186173798,64.26221186520377,-1.1045,-1.5206,0.4161,GE,126762798507.9736
2016-02-08,135.24258422851562,135.48220825195312,133.03805541992188,135.00296020507812,10035895,0.0,0.5,Hold,47.385613944363435,139.8171,136.4479,133.0787,NaN,NaN,NaN,45.3589,136.872,136.6132,136.4479,NaN,NaN,NaN,46.7566,NaN,58.0807764071871,64.09955713390013,-1.1526,-1.447,0.2944,GE,125119418195.0303
2016-02-09,132.99014282226562,136.7761688232422,132.99014282226562,135.53013610839844,7727091,0.0,0.5,Hold,52.439033860586065,139.7598,136.376,132.9922,43.99999999999999,4.0000000000000036,-39.999999999999986,53.9949,136.9104,136.5988,136.376,NaN,NaN,NaN,37.3751,NaN,40.31841186901205,55.758133379312376,-1.1468,-1.387,0.2401,GE,125607976879.5264
2016-02-10,135.96144104003906,137.54295349121094,135.3863525390625,135.6259765625,6779974,0.0,0.5,Hold,47.19537129414083,139.6676,136.2945,132.9214,40.0,0.0,-40.0,52.3423,136.5557,136.7426,136.2945,NaN,NaN,NaN,36.6989,NaN,33.71135319959501,44.03684715859805,-1.1239,-1.3343,0.2104,GE,125696772996.564
2016-02-11,132.99014282226562,134.33201599121094,129.8750457763672,131.55239868164062,16807731,0.0,0.5,Hold,43.03351435491198,140.0762,136.1052,132.1342,100.0,0.0,-100.0,53.0681,134.8975,136.3784,136.1052,NaN,NaN,NaN,32.2162,NaN,27.038705175039933,33.689490081215666,-1.3319,-1.3339,0.002,GE,121921461687.9941
2016-02-12,132.12750244140625,135.4342803955078,131.12109375,135.4342803955078,12028451,0.0,0.5,Hold,51.75159082278657,139.6017,135.9135,132.2254,96.0,0.0,-96.0,53.9299,134.6292,135.9758,135.9135,NaN,NaN,NaN,35.1324,NaN,32.565743662752745,31.105267345795895,-1.2529,-1.3177,0.0648,GE,125519180762.4887
