Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2020-2022,-50,7,-56,0.75,-0.0,69.9,1.8
2021-2023,-52,21,-73,1.89,-0.0,69.9,2.2
2022-2024,242,30,213,1.98,0.1,69.9,7.8
2023-2025,838,75,763,2.19,3.1,62.6,26.7
