Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,5,4,1,0.74,0.0,22.9,48.8
2017-2019,32,17,15,0.77,0.0,22.9,66.5
2018-2020,9,21,-12,1.04,-0.0,22.9,74.4
2019-2021,0,43,-43,1.11,-0.2,19.5,82.8
2020-2022,-11,-2,-9,1.05,-0.0,21.3,86.8
2021-2023,10,1,9,0.86,0.0,21.3,102.2
2022-2024,33,19,14,0.79,0.0,16.9,131.7
2023-2025,68,62,6,0.54,0.1,8.4,167.4
