Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,26,4,22,1.07,,19.9,82.0
2017-2019,21,17,4,1.12,0.0,19.9,107.2
2018-2020,3,21,-18,1.04,-0.2,19.9,123.5
2019-2021,8,43,-35,1.03,-0.4,14.3,149.4
2020-2022,-22,-2,-20,0.91,-0.2,25.7,122.8
2021-2023,-12,1,-13,0.76,-0.0,30.6,145.7
2022-2024,-36,19,-55,0.69,-0.1,30.6,135.3
2023-2025,1,62,-62,0.71,-0.1,16.3,137.2
