Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,-35,33,-68,0.09,-3.7,67.6,52.4
2016-2018,10,21,-11,0.26,-2.0,61.6,48.3
2017-2019,-65,34,-99,-0.55,-13.4,61.6,30.6
2018-2020,-31,30,-62,-0.34,-8.4,65.6,9.0
2019-2021,255,60,194,-0.41,7.9,65.6,115.8
2020-2022,13,9,4,-0.21,0.2,77.3,17.3
2021-2023,-138,20,-158,-0.27,-6.5,90.1,2.6
2022-2024,-183,20,-203,-0.38,-85.6,90.1,1.7
2023-2025,-57,22,-79,-0.22,-61.1,90.1,1.2
