Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-7,0,-7,1.08,-0.0,13.6,87.5
2017-2019,15,9,6,1.06,0.0,13.6,130.6
2018-2020,8,21,-13,1.04,-0.0,28.7,162.0
2019-2021,64,37,27,1.03,0.0,28.7,257.1
2020-2022,13,10,3,1.09,0.0,28.7,165.5
2021-2023,37,16,20,1.16,0.2,25.4,217.6
2022-2024,-4,26,-30,1.1,-0.3,18.1,218.2
2023-2025,-11,49,-60,0.86,-0.7,25.9,166.4
