Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,15,28,-13,0.1,-0.1,10.6,48.5
2016-2018,-11,18,-29,0.11,-3.4,10.6,32.6
2017-2019,-11,30,-42,-0.21,-4.9,9.6,35.0
2018-2020,-18,27,-46,-0.19,-11.4,14.1,41.8
2019-2021,55,71,-16,-0.16,-10.2,14.1,54.1
2020-2022,55,9,47,-0.07,26.5,14.1,58.1
2021-2023,119,23,96,1.98,72.7,13.4,98.7
2022-2024,76,33,44,1.78,38.1,13.4,99.4
2023-2025,63,41,22,1.14,32.0,9.9,103.9
