Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,76,28,48,0.22,6.3,7.9,38
2016-2018,61,18,42,0.22,13.6,11.6,37
2017-2019,37,30,6,0.22,7.7,14.5,44
2018-2020,62,27,34,0.22,40.3,14.5,69
2019-2021,119,71,48,0.22,65.5,14.5,89
2020-2022,180,9,171,0.22,279.9,15.7,113
2021-2023,29,23,5,0.22,10.7,15.7,107
2022-2024,-19,33,-52,0.22,-107.5,15.7,115
2023-2025,-38,58,-97,0.22,-234.0,8.5,114
