Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,44,31,13,0.21,0.9,24.4,39
2016-2018,64,21,44,0.21,23.4,11.1,43
2017-2019,92,33,59,0.21,31.6,11.1,57
2018-2020,23,30,-7,0.21,-7.9,22.9,61
2019-2021,-6,74,-80,0.21,-95.5,22.9,57
2020-2022,13,10,3,0.21,4.7,22.9,75
2021-2023,88,25,62,0.21,96.1,9.7,105
2022-2024,99,41,58,0.21,132.5,9.7,118
