Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,29,4,25,0.53,0.1,10.9,125.7
2017-2019,24,17,6,0.49,0.0,12.8,139.8
2018-2020,16,21,-5,0.82,-0.1,12.8,151.8
2019-2021,29,43,-15,0.86,-0.2,12.8,189.7
2020-2022,11,-2,13,0.78,0.2,16.1,186.5
2021-2023,15,1,14,0.52,0.2,16.1,209.8
2022-2024,-1,19,-20,0.47,-0.3,14.3,205.1
2023-2025,-2,62,-64,0.31,-1.4,17.3,216.3
