Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-13,12,-26,1.91,,39.5,14.8
2017-2019,-72,25,-98,1.6,-0.0,39.5,18.8
2018-2020,42,24,18,1.58,0.0,58.8,37.4
2019-2021,218,65,153,1.64,0.2,58.8,59.9
2020-2022,169,7,162,1.55,0.4,57.0,54.6
2021-2023,46,21,25,1.48,0.3,50.2,61.1
2022-2024,-47,30,-77,1.35,-1.1,50.2,54.7
2023-2025,-12,75,-87,1.51,-1.5,44.4,72.9
