Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-6,9,-15,0.91,,25.4,13.9
2017-2019,-18,25,-43,0.78,-0.0,31.2,13.3
2018-2020,15,24,-9,1.18,-0.0,63.6,16.3
2019-2021,56,64,-8,1.3,-0.0,63.6,22.3
2020-2022,-16,5,-21,1.36,-0.1,61.4,10.8
2021-2023,18,18,0,1.43,-0.0,55.6,18.7
2022-2024,1,29,-28,1.36,-0.1,55.6,23.0
2023-2025,136,75,61,1.39,0.2,32.8,35.0
