Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-6,12,-18,0.89,-0.0,24.5,42.5
2017-2019,-20,25,-46,0.91,-0.1,24.5,47.6
2018-2020,-43,24,-68,0.92,-0.1,42.6,40.2
2019-2021,30,65,-36,0.9,-0.0,42.6,56.3
2020-2022,47,7,40,0.8,0.1,42.6,67.0
2021-2023,64,21,44,0.59,0.2,15.9,70.1
2022-2024,21,30,-9,0.57,-0.1,16.6,71.2
2023-2025,50,75,-25,0.54,-0.6,21.1,90.9
