Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-9,4,-13,1.25,-0.0,23.7,48.3
2017-2019,-1,17,-19,1.19,-0.0,23.7,65.8
2018-2020,3,21,-18,1.5,-0.0,27.6,63.2
2019-2021,65,43,22,1.54,0.0,27.6,92.8
2020-2022,-3,-2,-1,1.48,-0.0,41.1,59.5
2021-2023,22,1,21,1.3,0.1,41.1,83.8
2022-2024,16,19,-4,1.28,-0.0,33.3,114.0
2023-2025,76,62,13,1.4,0.2,22.7,155.0
