Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,0,0,0,1.0,,0.0,4.3
2016-2018,0,0,0,1.0,,0.0,4.2
2017-2019,0,0,0,1.0,,0.0,6.8
2018-2020,0,0,0,1.0,,0.0,7.0
2019-2021,0,0,0,1.0,,0.0,6.4
2020-2022,0,0,0,1.0,,0.0,5.7
2021-2023,0,0,0,1.0,,0.0,8.1
2022-2024,0,0,0,1.0,,0.0,9.9
2023-2025,0,0,0,1.0,,0.0,12.4
