Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,8,4,4,0.98,0.0,27.1,6.8
2017-2019,23,17,6,0.93,0.0,27.1,12.6
2018-2020,8,21,-13,0.97,-0.0,27.1,13.5
2019-2021,23,43,-21,0.94,-0.2,18.2,11.4
2020-2022,-4,-2,-2,0.8,-0.0,18.2,13.5
2021-2023,3,1,2,0.52,0.0,21.7,13.9
2022-2024,77,19,57,0.5,0.5,22.7,18.5
2023-2025,52,62,-10,0.54,-0.1,32.5,23.1
