Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,18,4,14,1.38,,21.6,178.4
2017-2019,-5,17,-22,1.22,-0.2,21.6,255.1
2018-2020,-63,21,-84,1.33,-0.3,42.6,219.5
2019-2021,7,43,-36,1.34,-0.1,42.6,322.2
2020-2022,-23,-2,-21,1.23,-0.0,42.2,239.8
2021-2023,28,1,27,1.0,0.0,33.2,243.8
2022-2024,23,19,4,0.98,0.0,30.6,318.3
2023-2025,72,62,10,1.02,0.1,23.2,398.3
