Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,16,30,-14,0.06,,2.3,0.0
2016-2018,2,19,-17,0.17,-4.8,8.9,0.0
2017-2019,15,31,-15,1.97,-8.1,8.9,0.0
2018-2020,26,27,-2,0.58,-0.1,11.8,0.0
2019-2021,62,71,-9,0.53,-0.4,11.8,0.0
2020-2022,26,9,17,0.17,0.9,51.2,0.0
2021-2023,5,23,-19,0.81,-35.3,51.2,0.0
2022-2024,-9,33,-42,0.79,-81.4,51.2,0.0
2023-2025,7,44,-37,0.93,-90.9,6.6,0.0
