Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-18,12,-30,0.35,-0.1,32.3,21.9
2017-2019,11,25,-14,0.39,-0.0,32.3,29.0
2018-2020,16,24,-9,0.83,-0.0,42.1,24.2
2019-2021,32,65,-33,0.88,-0.0,42.1,26.3
2020-2022,-6,7,-13,0.85,-0.0,42.1,24.5
2021-2023,34,21,13,0.63,0.0,21.2,27.5
2022-2024,36,30,6,0.58,0.0,21.2,30.7
2023-2025,-8,75,-83,0.56,-0.1,41.2,23.1
