Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2017-2019,132,20,112,-0.0,4.5,19.7,10
2018-2020,406,27,379,-0.0,130.5,19.7,28
2019-2021,377,71,306,-0.0,372.8,30.5,41
2020-2022,-88,9,-96,-0.0,-96.5,38.0,15
2021-2023,-140,23,-163,-0.0,-166.6,38.0,32
2022-2024,-257,36,-294,-0.0,-280.8,38.0,19
