Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,43,4,39,1.58,,38.6,16.6
2017-2019,12,17,-5,1.54,-4.9,38.6,16.0
2018-2020,-131,21,-152,1.14,-149.6,38.6,22.9
2019-2021,113,43,70,1.07,70.1,28.3,45.3
2020-2022,61,-2,63,1.14,78.0,28.5,38.2
2021-2023,187,1,186,1.35,276.4,28.5,74.1
2022-2024,240,19,221,1.52,399.2,25.8,139.2
2023-2025,166,62,103,1.8,220.6,50.6,165.0
