Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,27,12,15,0.8,,20.6,9.2
2017-2019,31,25,6,0.79,0.1,20.6,10.6
2018-2020,7,24,-18,0.76,-0.2,24.4,11.8
2019-2021,8,65,-58,0.75,-0.8,24.4,12.1
2020-2022,0,7,-7,0.7,-0.1,24.4,12.8
2021-2023,2,21,-19,0.69,-0.2,28.8,11.9
2022-2024,-5,30,-35,0.65,-0.3,28.8,12.7
2023-2025,-4,75,-79,0.53,-0.6,21.5,13.3
