Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-14,0,-14,1.08,-0.0,11.3,61.3
2017-2019,16,9,7,0.91,0.0,8.1,81.2
2018-2020,18,21,-3,0.91,-0.0,31.4,74.6
2019-2021,20,37,-18,0.85,-0.0,49.2,58.4
2020-2022,-63,10,-73,0.99,-0.2,73.8,23.5
2021-2023,-96,16,-113,1.25,-0.6,74.0,28.2
2022-2024,-80,26,-106,1.36,-0.6,64.2,26.2
2023-2025,30,49,-19,1.6,-0.2,47.2,71.4
