Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-2,12,-14,0.11,-0.0,10.6,27.6
2017-2019,20,25,-6,0.16,-0.0,10.6,32.6
2018-2020,-8,24,-32,0.55,-0.0,30.4,26.1
2019-2021,16,65,-49,0.59,-0.0,30.4,30.8
2020-2022,9,7,2,0.56,0.0,30.4,34.4
2021-2023,32,21,12,0.36,0.0,21.3,32.8
2022-2024,4,30,-25,0.32,-0.3,21.3,32.2
2023-2025,7,75,-68,0.0,-1.1,15.7,35.9
