Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,20,12,8,1.1,0.0,18.6,191.4
2017-2019,63,25,38,1.11,0.5,18.6,301.3
2018-2020,161,24,137,0.96,1.4,24.9,565.5
2019-2021,193,65,127,0.99,1.6,24.9,624.0
2020-2022,14,7,8,1.03,0.1,53.8,386.3
2021-2023,-108,21,-128,1.23,-1.6,53.8,539.4
2022-2024,113,30,83,1.29,1.0,48.4,1024.3
2023-2025,392,75,317,1.57,7.0,36.4,1576.1
