Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,44,4,41,1.79,0.0,38.8,6.2
2017-2019,-72,17,-89,1.9,-0.1,63.4,3.8
2018-2020,-53,21,-74,1.15,-0.0,65.1,6.0
2019-2021,-75,43,-118,0.91,-0.0,65.1,4.9
2020-2022,-22,-2,-21,0.88,-0.0,78.9,3.6
2021-2023,-125,1,-126,0.76,-0.1,72.6,2.9
2022-2024,-60,19,-80,0.78,-1.6,84.2,0.6
2023-2025,-48,62,-110,1.58,-2.8,97.9,0.0
