Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,28,27,2,-0.37,0.1,0.0,148.1
2016-2018,18,-10,28,0.03,21.0,7.4,141.5
2017-2019,31,18,12,0.05,18.8,7.4,185.7
2018-2020,27,18,9,0.03,9.2,10.9,219.8
2019-2021,71,72,-1,0.05,-1.0,10.9,283.1
2020-2022,9,9,0,-0.0,-0.0,10.9,231.7
2021-2023,23,-8,32,0.0,67.4,8.5,292.6
2022-2024,33,52,-19,0.0,-42.4,8.5,365.5
2023-2025,49,-12,62,0.0,212.8,4.2,359.2
