Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,3,28,-26,0.02,-3.5,13.9,3
2016-2018,68,18,50,0.02,7.2,13.9,5
2017-2019,57,30,26,0.02,4.2,13.9,6
2018-2020,100,27,73,0.02,16.2,29.6,8
2019-2021,101,71,30,0.02,34.2,29.6,11
2020-2022,3,9,-5,0.02,-5.6,29.6,7
2021-2023,-57,23,-81,0.02,-82.0,19.7,6
2022-2024,27,39,-12,0.02,-11.6,19.7,12
