Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,84,28,56,0.04,6.0,67.8,22.1
2016-2018,18,15,3,0.1,0.5,68.1,16.4
2017-2019,53,22,31,1.16,16.7,82.9,35.2
2018-2020,66,24,42,1.11,23.3,82.9,56.8
2019-2021,119,47,73,1.04,113.8,82.9,86.5
2020-2022,-10,-1,-9,0.94,-11.7,79.2,50.6
2021-2023,-13,1,-15,0.96,-19.5,80.4,94.2
2022-2024,-52,21,-72,1.0,-95.1,80.4,86.9
2023-2025,161,67,94,0.94,146.9,80.4,202.4
