Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,81,28,53,0.16,14.4,7.6,7.3
2016-2018,5,18,-13,0.12,-8.9,20.4,5.0
2017-2019,-65,30,-96,1.01,-56.7,20.4,5.2
2018-2020,80,27,53,-0.32,16.1,20.4,11.8
2019-2021,72,71,1,-0.41,0.3,20.1,10.6
2020-2022,-17,9,-25,-0.39,-7.5,25.6,5.5
2021-2023,-162,23,-186,2.5,-33.7,25.6,6.8
2022-2024,69,33,36,2.7,6.6,25.6,14.7
2023-2025,113,63,50,2.42,8.6,20.0,13.4
