Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,-4,28,-32,0.02,-1.0,51.5,6
2016-2018,-45,18,-63,0.02,-2.0,51.5,1
2017-2019,-51,30,-81,0.02,-59.4,51.5,0
2018-2020,262,27,234,0.02,85.2,47.0,4
2019-2021,899,71,828,0.02,281.1,43.2,13
2020-2022,66,9,58,0.02,13.5,51.6,1
2021-2023,-92,23,-116,0.02,-20.9,51.6,9
2022-2024,-278,33,-311,0.02,-56.3,51.6,7
