Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2018-2020,456,30,427,0.11,,37.9,147
2019-2021,47,80,-33,0.11,11.7,70.8,147
2020-2022,29,7,22,0.11,11.1,85.5,147
2021-2023,-197,24,-221,0.11,-74.7,85.5,147
2022-2024,48,22,26,0.11,18.1,60.1,147
2023-2025,6,69,-64,0.11,21.9,42.6,147
