Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-5,4,-9,0.99,,24.2,24.4
2017-2019,-20,17,-37,0.91,-0.0,24.2,28.4
2018-2020,-29,21,-50,1.04,-0.0,43.5,24.5
2019-2021,-37,43,-81,1.1,-0.1,43.5,22.5
2020-2022,-39,-2,-37,1.07,-0.1,43.5,17.7
2021-2023,-29,1,-30,1.02,-0.1,42.8,15.2
2022-2024,-4,19,-24,0.97,-0.4,38.1,17.7
2023-2025,28,62,-34,1.14,-0.5,38.1,21.7
