Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-24,0,-24,1.16,-0.0,22.9,22.7
2017-2019,-35,9,-43,1.14,-0.1,22.9,20.9
2018-2020,62,21,41,1.73,0.0,37.2,16.1
2019-2021,95,37,58,1.84,0.0,37.2,19.5
2020-2022,186,10,176,1.57,0.1,37.2,33.5
2021-2023,87,16,71,0.96,0.9,29.1,30.8
2022-2024,-51,26,-78,0.83,-1.3,29.1,23.2
2023-2025,-124,49,-174,1.06,-2.9,44.9,24.1
