Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,99,12,87,0.9,,49.1,4.2
2017-2019,58,25,33,1.04,0.4,49.1,6.0
2018-2020,-22,24,-47,1.19,-0.2,60.4,5.6
2019-2021,79,65,14,1.23,0.1,60.4,9.6
2020-2022,325,7,318,1.12,1.6,59.2,18.0
2021-2023,92,21,72,0.88,1.0,51.6,12.0
2022-2024,399,30,370,0.84,5.8,51.6,25.4
2023-2025,14,75,-61,1.11,-1.0,51.4,19.8
