Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-12,4,-15,1.6,-0.0,42.3,26.9
2017-2019,-24,17,-41,0.87,-0.1,25.5,29.0
2018-2020,-38,21,-59,1.13,-0.1,57.7,24.5
2019-2021,-4,43,-47,1.14,-0.1,57.7,31.8
2020-2022,28,-2,30,1.0,0.0,53.9,40.2
2021-2023,30,1,29,0.63,0.0,17.9,42.5
2022-2024,36,19,16,0.6,0.0,17.9,66.1
2023-2025,40,62,-22,0.64,-0.0,16.3,73.4
