Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,-24,27,-50,-0.0,,56.1,0
2016-2018,-12,15,-27,-0.0,-0.9,56.1,0
2017-2019,-75,32,-106,-0.0,-6.4,72.0,0
2018-2020,-2,34,-35,-0.0,-0.2,76.0,0
2019-2021,-33,80,-113,-0.0,-1.8,71.5,0
2020-2022,28,7,21,-0.0,1.5,74.2,0
2021-2023,-42,24,-65,-0.0,-2.3,87.4,0
2022-2024,-55,22,-76,-0.0,-87.8,99.0,0
2023-2025,-69,74,-142,-0.0,-118.3,99.0,0
