Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,1,9,-8,-0.18,,10.1,31.6
2017-2019,20,25,-5,-0.12,-0.0,5.3,37.2
2018-2020,31,24,8,0.04,0.0,12.5,46.4
2019-2021,23,64,-41,0.07,-0.1,12.5,44.5
2020-2022,0,5,-5,0.11,-0.1,15.4,44.2
2021-2023,0,18,-18,0.11,-0.2,15.4,49.8
2022-2024,39,29,9,0.14,0.1,15.4,63.0
2023-2025,125,75,49,0.09,1.0,10.0,103.2
