Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,14,12,2,1.37,,20.7,11.9
2017-2019,55,25,29,1.16,0.2,20.7,18.2
2018-2020,15,24,-9,1.26,-0.0,52.9,18.7
2019-2021,119,65,53,1.3,0.1,52.9,32.3
2020-2022,2,7,-5,1.25,-0.0,52.9,22.9
2021-2023,33,21,13,1.19,0.2,35.9,27.7
2022-2024,20,30,-9,1.13,-0.1,33.7,39.1
2023-2025,108,75,33,1.07,0.5,24.4,47.9
