Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,13,30,-16,0.04,-2.0,13.4,2.6
2016-2018,28,17,11,0.52,0.7,62.7,2.9
2017-2019,-22,29,-51,0.8,-2.4,62.7,2.8
2018-2020,12,30,-18,-0.21,-0.1,62.7,3.1
2019-2021,-14,74,-88,-0.42,-0.6,59.5,3.0
2020-2022,0,21,-20,-0.6,-0.1,73.7,2.9
2021-2023,15,28,-13,0.56,-2.3,73.7,3.9
2022-2024,26,15,11,-0.93,2.4,73.7,3.6
2023-2025,7,3,4,2.04,3.1,78.3,3.2
