Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,-11,0,-11,1.07,-0.0,12.5,144.7
2017-2019,-22,9,-31,0.97,-0.0,12.5,168.9
2018-2020,-52,21,-73,1.25,-0.0,44.7,94.7
2019-2021,-9,37,-46,1.31,-0.4,44.7,150.6
2020-2022,-13,10,-24,1.24,-0.2,44.7,129.6
2021-2023,42,16,25,1.04,0.2,26.9,154.5
2022-2024,35,26,9,0.97,0.0,25.2,220.5
2023-2025,36,49,-13,1.03,-0.0,17.0,292.6
