Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,1,8,-6,-0.02,,10.2,0.0
2017-2019,-11,25,-36,-0.0,-0.2,10.2,0.0
2018-2020,4,23,-19,0.08,-0.0,17.0,0.0
2019-2021,48,65,-17,0.06,-0.0,24.4,0.0
2020-2022,37,5,32,0.0,0.1,28.0,0.0
2021-2023,13,18,-5,-0.15,-0.1,28.0,0.0
2022-2024,-3,33,-36,-0.08,-0.6,28.0,0.0
2023-2025,53,77,-24,0.02,-0.4,27.1,0.0
