Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,41,4,38,1.56,,27.7,36.3
2017-2019,40,17,22,1.52,0.3,28.1,57.6
2018-2020,76,21,55,1.15,0.7,28.1,112.3
2019-2021,75,43,32,1.14,0.6,28.1,132.4
2020-2022,-109,-2,-107,1.26,-0.5,61.4,79.2
2021-2023,-89,1,-90,1.63,-0.3,61.4,144.1
2022-2024,-23,19,-43,1.62,-0.1,53.0,216.2
2023-2025,17,62,-45,1.41,-0.3,37.2,156.2
