Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2020-2022,4,15,-12,-0.05,-0.8,23.9,5.1
2021-2023,-12,23,-36,-0.25,-1.8,23.9,6.8
2022-2024,86,33,53,-0.21,2.7,23.9,9.5
2023-2025,79,63,17,2.4,0.7,18.5,10.9
