Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2016-2018,22,5,17,0.85,0.0,19.7,46.9
2017-2019,59,17,41,0.93,0.1,19.7,74.4
2018-2020,10,21,-11,0.95,-0.1,21.2,95.9
2019-2021,46,43,3,1.0,0.0,21.2,133.4
2020-2022,-43,-2,-41,1.09,-0.0,50.3,89.4
2021-2023,-68,1,-69,1.29,-0.0,58.4,52.7
2022-2024,-101,19,-121,1.26,-0.1,64.6,27.0
2023-2025,-44,62,-106,1.3,-0.2,63.7,37.7
