Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2015-2017,63,28,35,0.09,6.3,12.2,4
2016-2018,41,18,23,0.09,12.6,13.5,4
2017-2019,60,30,30,0.09,38.9,13.5,7
2018-2020,153,27,126,0.09,172.9,20.7,11
2019-2021,78,71,7,0.09,12.4,20.7,10
2020-2022,-157,9,-165,0.09,-40.3,34.8,3
2021-2023,-200,23,-224,0.09,-21.6,34.8,4
2022-2024,-19,34,-53,0.09,-4.7,34.8,8
