Year,CAGR,S&P,Alpha,Beta,Sharp,MDD,Cap(B)
2019-2021,34,65,-31,0.29,,31.0,0.0
2020-2022,-7,5,-12,0.27,-0.0,31.0,0.0
2021-2023,-7,18,-25,0.2,-0.0,21.6,0.0
2022-2024,0,33,-33,0.26,-0.0,21.0,0.0
2023-2025,157,77,79,0.24,1.0,21.4,0.0
